"Ptt","day","range","max","month"
183965,2020-02-07,28,96.5,2
183965,2020-02-09,10.5,99.5,2
183965,2020-02-11,8,96,2
183965,2020-02-13,9.5,90.5,2
183965,2020-02-15,14.5,79.5,2
183965,2020-02-17,24,72,2
183965,2020-02-19,15,66.5,2
183965,2020-02-21,13.5,87.5,2
183965,2020-02-23,11,87,2
183965,2020-02-27,29,121.5,2
183965,2020-02-29,17,123.5,2
183965,2020-03-02,37,137.5,3
183965,2020-03-08,13.5,92.5,3
183965,2020-03-10,28,96.5,3
183965,2020-03-12,23.5,94,3
183965,2020-03-14,51,115,3
183965,2020-03-16,23.5,72.5,3
183965,2020-03-20,24.5,84,3
183965,2020-03-22,18,93,3
183965,2020-03-26,5,83.5,3
183965,2020-03-28,8.5,77.5,3
183965,2020-03-30,3.5,78.5,3
183965,2020-04-01,29,87.5,4
183965,2020-04-03,15.5,76.5,4
183965,2020-04-07,7.5,65.5,4
183965,2020-04-09,5.5,64.5,4
183965,2020-04-11,7,61.5,4
183965,2020-04-13,12.5,63,4
183965,2020-04-17,5,57.5,4
183965,2020-04-19,5,56,4
183965,2020-04-21,5.5,61.5,4
183965,2020-04-23,3,57.5,4
183965,2020-04-25,3.5,52.5,4
183965,2020-04-29,4,44.5,4
183965,2020-05-01,6.5,42.5,5
183965,2020-05-03,7.5,42,5
183965,2020-05-05,10.5,44.5,5
183965,2020-05-07,9,43.5,5
183965,2020-05-09,9,43.5,5
183965,2020-05-11,7.5,22.5,5
183965,2020-05-13,11.5,19.5,5
183965,2020-05-15,9.5,17.5,5
183965,2020-05-17,13,23,5
183965,2020-05-19,5.5,24.5,5
183965,2020-05-21,7,26,5
183965,2020-05-23,8.5,21.5,5
183965,2020-05-25,5.5,20,5
183965,2020-05-29,5.5,20,5
183965,2020-05-31,6.5,20,5
183965,2020-06-02,18.5,26.5,6
183965,2020-06-06,10,31,6
183965,2020-06-07,10,22.5,6
183970,2019-08-23,3.5,34,8
183970,2019-08-25,2.5,31.5,8
183970,2019-08-27,9.5,36.5,8
183970,2019-08-29,6,33,8
183970,2019-09-02,12,37.5,9
183970,2019-09-06,9.5,37,9
183970,2019-09-08,7.5,43.5,9
183970,2019-09-12,27,56,9
183970,2019-09-14,4.5,60.5,9
183970,2019-09-16,7,54,9
183970,2019-09-24,1,36,9
183970,2019-09-26,2,37.5,9
183970,2019-09-28,8.5,38.5,9
183970,2019-09-30,3,33.5,9
183970,2019-10-06,2.5,56.5,10
183970,2019-10-08,2,55.5,10
183970,2019-10-14,8,36,10
183970,2019-10-18,4.5,53.5,10
183970,2019-11-01,6,48,11
183970,2019-11-03,4.5,41.5,11
183970,2019-11-15,13,57.5,11
183970,2019-11-19,8,47.5,11
183970,2019-11-23,3.5,44,11
183970,2019-12-01,11.5,36.5,12
183970,2019-12-07,3.5,43.5,12
183970,2019-12-23,1,45.5,12
183970,2019-12-25,1.5,47,12
183970,2020-01-02,14,52.5,1
183970,2020-01-08,13,66.5,1
183970,2020-01-12,6,63.5,1
183970,2020-01-14,8,69.5,1
183970,2020-01-16,7.5,70.5,1
184057,2019-09-14,8.5,48,9
184057,2019-09-15,3,45,9
184057,2019-09-16,7.5,43,9
184057,2019-09-17,6,38,9
184057,2019-09-18,7.5,38.5,9
184057,2019-09-19,5,38.5,9
184057,2019-09-20,4.5,37.5,9
184057,2019-09-21,1.5,35,9
184057,2019-09-22,4,36.5,9
184057,2019-09-23,3,36,9
184057,2019-09-24,2.5,36.5,9
184057,2019-09-25,7,36.5,9
184057,2019-09-26,3.5,37,9
184057,2019-09-27,4,36.5,9
184057,2019-09-28,4.5,37,9
184057,2019-09-29,4.5,35.5,9
184057,2019-09-30,4,35,9
184057,2019-10-01,4.5,37.5,10
184057,2019-10-02,3.5,37,10
184057,2019-10-03,2.5,35,10
184057,2019-10-04,4.5,35.5,10
184057,2019-10-05,2.5,35.5,10
184057,2019-10-06,9,39.5,10
184057,2019-10-07,5,41.5,10
184057,2019-10-08,10.5,46.5,10
184057,2019-10-09,14.5,46,10
184057,2019-10-10,1.5,45,10
184057,2019-10-11,6.5,48,10
184057,2019-10-13,6.5,48,10
184057,2019-10-14,3.5,47.5,10
184057,2019-10-15,11.5,45,10
184057,2019-10-16,8,46.5,10
184057,2019-10-17,5,48,10
184057,2019-10-18,6.5,45.5,10
184057,2019-10-19,2.5,45,10
184057,2019-10-20,2,45.5,10
184057,2019-10-21,7,49,10
184057,2019-10-22,4,47.5,10
184057,2019-10-23,3.5,48,10
184057,2019-10-24,5.5,48,10
184057,2019-10-25,6,45.5,10
184057,2019-10-26,22,44.5,10
184057,2019-10-27,9,33.5,10
184057,2019-10-28,15,45.5,10
184057,2019-10-30,6.5,46.5,10
184057,2019-10-31,7,46.5,10
184057,2019-11-01,9.5,43.5,11
184057,2019-11-02,3,45.5,11
184057,2019-11-04,1.5,44.5,11
184057,2019-11-06,1.5,44,11
184057,2019-11-08,12,49.5,11
184057,2019-11-09,11.5,53.5,11
184057,2019-11-10,7,53.5,11
184057,2019-11-11,5.5,51,11
184057,2019-11-12,3.5,45,11
184057,2019-11-13,1.5,44.5,11
184057,2019-11-14,4,45,11
184057,2019-11-16,7,48,11
184057,2019-11-18,4,47.5,11
184057,2019-11-19,6,48.5,11
184057,2019-11-20,4.5,48,11
184057,2019-11-21,2.5,49,11
184057,2019-11-22,3.5,44.5,11
184057,2019-11-23,7,47,11
184057,2019-11-24,2.5,45.5,11
184057,2019-11-25,2,45.5,11
184057,2019-11-26,7.5,48.5,11
184057,2019-11-27,3.5,46.5,11
184057,2019-11-28,4,47,11
184057,2019-11-30,7,43.5,11
184057,2019-12-02,5.5,35.5,12
184057,2019-12-03,2,37,12
184057,2019-12-04,12,36.5,12
184057,2019-12-05,10.5,33.5,12
184057,2019-12-06,8,32.5,12
184057,2019-12-07,18,40.5,12
184057,2019-12-08,14.5,55.5,12
184058,2019-09-13,8,48,9
184058,2019-09-14,4.5,46,9
184058,2019-09-15,4,44,9
184058,2019-09-16,8,42.5,9
184058,2019-09-17,4,37.5,9
184058,2019-09-18,5.5,36,9
184058,2019-09-20,1.5,35.5,9
184058,2019-09-21,5.5,37,9
184058,2019-09-22,3.5,37,9
184058,2019-09-24,3,39.5,9
184058,2019-09-25,6,40,9
184058,2019-09-26,4,39.5,9
184058,2019-09-27,3.5,40,9
184058,2019-09-28,3,38,9
184058,2019-09-29,5,39,9
184058,2019-09-30,2.5,39,9
184058,2019-10-01,3,40,10
184058,2019-10-02,2,41,10
184058,2019-10-03,2.5,41.5,10
184058,2019-10-04,2.5,41.5,10
184058,2019-10-06,3.5,41.5,10
184058,2019-10-08,1.5,40,10
184058,2019-10-09,1.5,40.5,10
184058,2019-10-11,3,37,10
184058,2019-10-14,3,36,10
184058,2019-10-15,1.5,38,10
184058,2019-10-16,4,37,10
184058,2019-10-17,2.5,36.5,10
184058,2019-10-18,2.5,36,10
184058,2019-10-19,2,36,10
184058,2019-10-20,2.5,36,10
184058,2019-10-21,3.5,36,10
184058,2019-10-22,3,35.5,10
184058,2019-10-23,3,35.5,10
184058,2019-10-24,4,35,10
184058,2019-10-25,6,35,10
184058,2019-10-26,4.5,35,10
184058,2019-10-27,2.5,34,10
184058,2019-10-28,1.5,34.5,10
184058,2019-10-29,7,38.5,10
184058,2019-10-30,8.5,39.5,10
184058,2019-10-31,3.5,38.5,10
184058,2019-11-01,2,36,11
184058,2019-11-03,4,35.5,11
184058,2019-11-04,3.5,35,11
184058,2019-11-05,3,35,11
184058,2019-11-06,1,35,11
184058,2019-11-07,5,36.5,11
184058,2019-11-08,3.5,35,11
184058,2019-11-09,4.5,37,11
184058,2019-11-10,9.5,36.5,11
184058,2019-11-11,2.5,37,11
184058,2019-11-12,4.5,38.5,11
184058,2019-11-13,2,35.5,11
184058,2019-11-14,5,39.5,11
184058,2019-11-15,1.5,37,11
184058,2019-11-16,3,37.5,11
184058,2019-11-17,4,37,11
184058,2019-11-18,2,36.5,11
184058,2019-11-19,3.5,38.5,11
184058,2019-11-20,2.5,38.5,11
184058,2019-11-22,5.5,29,11
184058,2019-11-23,22.5,52.5,11
184058,2019-11-24,3,48.5,11
184058,2019-11-25,3.5,57,11
184058,2019-11-28,5.5,59,11
184058,2019-11-30,3.5,64.5,11
184058,2019-12-01,4,67.5,12
184058,2019-12-02,4,68,12
184058,2019-12-03,5.5,67,12
184058,2019-12-04,7,66,12
184058,2019-12-05,2.5,66,12
184058,2019-12-06,4.5,65,12
184058,2019-12-08,7.5,77.5,12
184059,2019-09-14,3,45,9
184059,2019-09-15,4,45.5,9
184059,2019-09-16,2,44,9
184059,2019-09-18,3.5,39.5,9
184059,2019-09-19,5.5,41.5,9
184059,2019-09-20,5,41,9
184059,2019-09-21,9.5,42.5,9
184059,2019-09-24,3.5,34.5,9
184059,2019-09-25,6,35,9
184059,2019-09-26,10,39,9
184059,2019-09-27,10,36,9
184059,2019-09-28,2,32.5,9
184059,2019-09-30,4.5,28.5,9
184059,2019-10-01,4.5,30,10
184059,2019-10-02,5,30,10
184059,2019-10-03,8,33.5,10
184059,2019-10-05,2.5,29,10
184059,2019-10-06,2.5,28.5,10
184059,2019-10-07,8,34,10
184059,2019-10-08,4,29,10
184059,2019-10-09,2,28.5,10
184059,2019-10-10,5,28.5,10
184059,2019-10-11,2.5,28.5,10
184059,2019-10-12,2.5,28.5,10
184059,2019-10-13,2.5,28.5,10
184059,2019-10-14,2,28.5,10
184059,2019-10-15,19,44,10
184059,2019-10-18,2.5,28.5,10
184059,2019-10-20,1.5,28.5,10
184059,2019-10-21,3.5,29,10
184059,2019-10-22,3.5,29.5,10
184059,2019-10-23,7,29.5,10
184059,2019-10-24,1.5,28,10
184059,2019-10-25,2,28,10
184059,2019-10-26,6,29.5,10
184059,2019-10-29,3.5,29,10
184059,2019-10-30,3,28.5,10
184059,2019-10-31,3.5,29,10
184059,2019-11-01,1.5,28.5,11
184059,2019-11-03,1.5,28.5,11
184059,2019-11-04,1,27.5,11
184059,2019-11-05,2,28.5,11
184059,2019-11-06,5.5,32.5,11
184059,2019-11-08,15,38,11
184059,2019-11-10,2.5,29,11
184059,2019-11-11,2.5,29,11
184059,2019-11-13,7.5,43,11
184059,2019-11-14,16.5,42.5,11
184059,2019-11-15,12.5,34,11
184059,2019-11-16,6,29.5,11
184059,2019-11-17,10,32.5,11
184059,2019-11-18,5.5,31.5,11
184059,2019-11-19,6,31.5,11
184059,2019-11-20,6.5,31,11
184059,2019-11-21,12.5,35,11
184059,2019-11-22,7,29.5,11
184059,2019-11-23,7,27.5,11
184059,2019-11-24,29.5,51,11
184059,2019-11-25,8.5,57,11
184059,2019-11-28,10.5,56,11
184059,2019-11-29,11,60.5,11
184059,2019-12-01,7.5,69,12
184059,2019-12-02,3.5,61,12
184059,2019-12-03,12,57.5,12
184059,2019-12-04,7,56,12
184059,2019-12-05,14,61.5,12
184059,2019-12-06,5.5,61.5,12
184059,2019-12-08,3.5,70,12
184059,2019-12-09,2,70.5,12
184059,2019-12-10,7.5,71.5,12
184059,2019-12-12,8,71,12
184059,2019-12-13,6.5,66,12
184059,2019-12-14,5,66,12
184059,2019-12-15,4,65.5,12
184059,2019-12-16,9.5,65.5,12
184059,2019-12-19,4.5,62.5,12
184059,2019-12-20,3.5,62,12
184059,2019-12-21,1,61.5,12
184059,2019-12-23,4,61.5,12
184059,2019-12-24,4,61.5,12
184059,2019-12-25,3,61,12
184059,2019-12-26,3,60.5,12
184059,2019-12-27,5,60.5,12
184059,2019-12-28,5.5,61,12
184059,2019-12-30,6,67.5,12
184059,2019-12-31,1.5,69.5,12
184059,2020-01-01,6.5,70,1
184059,2020-01-02,2,70,1
184059,2020-01-04,7.5,71,1
184059,2020-01-05,10.5,71.5,1
184059,2020-01-07,7,80.5,1
184059,2020-01-08,7.5,82.5,1
184059,2020-01-09,7.5,87.5,1
184059,2020-01-11,5,94.5,1
184059,2020-01-14,11,103.5,1
184059,2020-01-15,9,107,1
184059,2020-01-16,13,110,1
184059,2020-01-18,6.5,119.5,1
184059,2020-01-19,17.5,122,1
184059,2020-01-20,16.5,122,1
184059,2020-01-21,13,128.5,1
184059,2020-01-22,9,132,1
184059,2020-01-23,11.5,135.5,1
184059,2020-01-25,16,145.5,1
184059,2020-01-26,4.5,149.5,1
184059,2020-01-27,3.5,151,1
184059,2020-01-30,5,145.5,1
184059,2020-01-31,12,140.5,1
184059,2020-02-01,24,142.5,2
184059,2020-02-04,17,142.5,2
184059,2020-02-06,22.5,146,2
184059,2020-02-07,16,143.5,2
184059,2020-02-08,14,139.5,2
184059,2020-02-11,9,143.5,2
184059,2020-02-12,5.5,140.5,2
184059,2020-02-14,14.5,140.5,2
184059,2020-02-15,7,141.5,2
184059,2020-02-16,10.5,143,2
184059,2020-02-17,7.5,142,2
184059,2020-02-18,6,137.5,2
184059,2020-02-19,8.5,137.5,2
184059,2020-02-20,8,138.5,2
184059,2020-02-21,14,147,2
184059,2020-02-22,26.5,153.5,2
184059,2020-02-23,30,157.5,2
184059,2020-02-24,20.5,145.5,2
184059,2020-02-25,12,143.5,2
184059,2020-02-26,17,150,2
184059,2020-02-27,21,153.5,2
184059,2020-02-28,27,142,2
184059,2020-02-29,4.5,134,2
184059,2020-03-01,12.5,144,3
184059,2020-03-03,12,144.5,3
184059,2020-03-04,9,143.5,3
184059,2020-03-05,5.5,135,3
184059,2020-03-06,13.5,135.5,3
184059,2020-03-07,9.5,134.5,3
184060,2019-09-14,1,45,9
184060,2019-09-15,2.5,44.5,9
184060,2019-09-17,6.5,45.5,9
184060,2019-09-20,3.5,45,9
184060,2019-09-21,5,45.5,9
184060,2019-09-22,4,44.5,9
184060,2019-09-24,1,44.5,9
184060,2019-09-29,3,43.5,9
184060,2019-10-04,3,35.5,10
184060,2019-10-05,8.5,41.5,10
184060,2019-10-11,2.5,42,10
184060,2019-10-12,7,44,10
184060,2019-10-13,3.5,43.5,10
184060,2019-10-15,9,44,10
184060,2019-10-18,6.5,45,10
184060,2019-10-21,3.5,45,10
184060,2019-10-25,4,29,10
184060,2019-10-26,21,42.5,10
184060,2019-10-27,5.5,38.5,10
184060,2019-10-28,12.5,42,10
184060,2019-10-29,4.5,39,10
184060,2019-11-24,2,47,11
184060,2019-12-01,8,52.5,12
184060,2019-12-08,23,50.5,12
184060,2019-12-09,3,51.5,12
184060,2019-12-16,3,48,12
184060,2019-12-18,1.5,50,12
184060,2019-12-22,3,50,12
184060,2019-12-23,3,49,12
184060,2019-12-24,2.5,47.5,12
184060,2019-12-25,5,47,12
184060,2019-12-29,1.5,48,12
184060,2019-12-30,27.5,48,12
184060,2019-12-31,26.5,47,12
184061,2019-09-14,7.5,48.5,9
184061,2019-09-15,5.5,49.5,9
184061,2019-09-16,7,48.5,9
184061,2019-09-17,5,48.5,9
184061,2019-09-18,4,49.5,9
184061,2019-09-19,7,48.5,9
184061,2019-09-20,9,47,9
184061,2019-09-21,3.5,48.5,9
184061,2019-09-22,5.5,49,9
184061,2019-09-25,4,49,9
184061,2019-09-27,3,48,9
184061,2019-09-30,2,49.5,9
184061,2019-10-01,2.5,50,10
184061,2019-10-03,3.5,49.5,10
184061,2019-10-05,3,50,10
184061,2019-10-08,6.5,49.5,10
184061,2019-10-09,4,50,10
184061,2019-10-10,2.5,50,10
184061,2019-10-11,4.5,50,10
184061,2019-10-12,4,50,10
184061,2019-10-14,3,49.5,10
184061,2019-10-15,6.5,48.5,10
184061,2019-10-18,2,48.5,10
184061,2019-10-19,2,49,10
184061,2019-10-22,2,50,10
184061,2019-10-23,3,49.5,10
184061,2019-10-24,2,49,10
184061,2019-10-25,2,48.5,10
184061,2019-10-26,7.5,49.5,10
184061,2019-10-27,3,48.5,10
184061,2019-10-29,5,48,10
184061,2019-10-30,2.5,49.5,10
184061,2019-10-31,4,49,10
184061,2019-11-01,2.5,49.5,11
184061,2019-11-02,2,48.5,11
184061,2019-11-04,2.5,50,11
184061,2019-11-05,3.5,49.5,11
184061,2019-11-06,2,49.5,11
184061,2019-11-07,4,47.5,11
184061,2019-11-08,4,49,11
184061,2019-11-10,4,48,11
184061,2019-11-11,6,49.5,11
184061,2019-11-12,3.5,50,11
184061,2019-11-13,15,49.5,11
184061,2019-11-14,7,49,11
184061,2019-11-15,8.5,49.5,11
184061,2019-11-16,1.5,49,11
184061,2019-11-17,3.5,48.5,11
184061,2019-11-18,4.5,50,11
184061,2019-11-19,3.5,50,11
184061,2019-11-21,3.5,50,11
184061,2019-11-22,5.5,50,11
184061,2019-11-23,28.5,48,11
184061,2019-11-24,10.5,26.5,11
184061,2019-11-26,12,59,11
184061,2019-11-27,3,58.5,11
184061,2019-11-28,8,53.5,11
184061,2019-11-29,13,56.5,11
184061,2019-12-01,19,69.5,12
184061,2019-12-02,19.5,73,12
184061,2019-12-04,15,75.5,12
184061,2019-12-06,17.5,78.5,12
184061,2019-12-07,19,75,12
184061,2019-12-09,2,77,12
184061,2019-12-11,17.5,83.5,12
184061,2019-12-13,13,90.5,12
184061,2019-12-16,2,97.5,12
184061,2019-12-18,19.5,104,12
184061,2019-12-20,11.5,107.5,12
184061,2019-12-23,2.5,130,12
184061,2019-12-24,18,123,12
184061,2019-12-25,31,122,12
184061,2019-12-28,18,150,12
184061,2019-12-29,26,146,12
184061,2019-12-31,28.5,157.5,12
184061,2020-01-01,13.5,156.5,1
184061,2020-01-02,35.5,161,1
184061,2020-01-04,3,166.5,1
184061,2020-01-05,5,167.5,1
184061,2020-01-08,10.5,180.5,1
184061,2020-01-09,7.5,189.5,1
184061,2020-01-11,4.5,201.5,1
184061,2020-01-12,53,234,1
184061,2020-01-13,15,215,1
184061,2020-01-15,8,186,1
184061,2020-01-16,7,180,1
184061,2020-01-17,17.5,183.5,1
184061,2020-01-19,4,177.5,1
184061,2020-01-20,7.5,181.5,1
184061,2020-01-23,10,178.5,1
184061,2020-01-24,5,179.5,1
184061,2020-01-26,12.5,187,1
184061,2020-01-27,27,190.5,1
184061,2020-01-28,17,186,1
184061,2020-01-29,13,187.5,1
184061,2020-01-30,8,178.5,1
184061,2020-01-31,5.5,185.5,1
184061,2020-02-01,18.5,186.5,2
184061,2020-02-02,14,181.5,2
184061,2020-02-06,12,164.5,2
184061,2020-02-07,15,166,2
184061,2020-02-08,8,148.5,2
184061,2020-02-09,4.5,147.5,2
184061,2020-02-11,3.5,140.5,2
184061,2020-02-12,11,136,2
184061,2020-02-13,6,136,2
184061,2020-02-14,6.5,134,2
184061,2020-02-15,11,132.5,2
184061,2020-02-16,4.5,129.5,2
184061,2020-02-19,11,124.5,2
184061,2020-02-22,15.5,126,2
184061,2020-02-23,11.5,127.5,2
184061,2020-02-24,3,126.5,2
184061,2020-02-26,3,126,2
184061,2020-02-27,10,131.5,2
184061,2020-02-28,24,133,2
184061,2020-02-29,41.5,142.5,2
184061,2020-03-01,30.5,141.5,3
184061,2020-03-02,3,123.5,3
184061,2020-03-04,13,139.5,3
184061,2020-03-05,15,141.5,3
184061,2020-03-06,8,139.5,3
184061,2020-03-07,12,143.5,3
184062,2019-10-29,3,28,10
184062,2020-08-22,6,40.5,8
184063,2019-10-23,6,39,10
184063,2020-01-19,5,51.5,1
183971,2019-08-16,11.5,41.5,8
183971,2019-08-17,13.5,44,8
183971,2019-08-18,10,41,8
183971,2019-08-19,13.5,39,8
183971,2019-08-20,7,42,8
183971,2019-08-21,7.5,45.5,8
183971,2019-08-22,6,47,8
183971,2019-08-23,8,50,8
183971,2019-08-24,11.5,47,8
183971,2019-08-25,4.5,40,8
183971,2019-08-26,3,39.5,8
183971,2019-08-27,9.5,47,8
183971,2019-08-28,4,50,8
183971,2019-08-29,6,50,8
183971,2019-08-30,5,48.5,8
183971,2019-08-31,4.5,50.5,8
183971,2019-09-01,4,50.5,9
